Month,Start Date,End Date,Duration,Time,Event,Location,,Event Type,Tier,Target Garage,Partner / Agreement,Recurring,Event Website,MG Landing Page,Marketing Start Date,Expected Attendance,SEM Needs,Contact,Partner Rates,Total Comp Validations,12 Hr Drive-Up,24 Hr Drive-Up,MG/Parking.Com Rate,Spothero Rate,Parkwhiz Rate,Notes
November,"Tue, Nov 12","Sun, Nov 24", 12 ,Various,A Beautiful Noise,Cadillac Palace Theatre,Broadway in Chicago,Performance,Tier 3,,,,https://www.broadwayinchicago.com/shows/a-beautiful-noise/,,,,,,,,,,,,,
November,"Tue, Nov 12","Tue, Nov 12", 1 ,7:30 AM,Chamber Music Society: Virtuoso Winds,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/virtuoso-winds,,,,,,,,,,,,,
November,"Tue, Nov 12","Tue, Nov 12", 1 ,5:30 PM,Get Lit: ’60s Night,American Writers Museum,-,Community,Tier 3,,,,https://americanwritersmuseum.org/program-calendar/get-lit-60s-night/,,,,,,,,,,,,,
November,"Wed, Nov 13","Wed, Nov 13", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
November,"Wed, Nov 13","Wed, Nov 13", 1 ,5:30 PM - 8:30 PM,After 5 at the Field,Field Museum,-,Community,Tier 3,,,,https://www.fieldmuseum.org/our-events/after-5-at-the-field/after-5-at-the-field-11-13-2024,,,,,,,,,,,,,
November,"Wed, Nov 13","Wed, Nov 13", 1 ,4 PM - 10 PM,Adler free days/Adler At Night,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
November,"Thu, Nov 14","Sat, Nov 16", 2 ,Various,Liszt & Bruckner 3,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/liszt-and-bruckner-3/,,,,,,,,,,,,,
November,"Thu, Nov 14","Thu, Nov 14", 1 ,7:30 AM,Classical Arts The Nutcracker - A Magical Holiday Tradition,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/nutcracker,,,,,,,,,,,,,
November,"Fri, Nov 15","Sun, Mar 2", 107 ,-,Millennium Park Holidays,Millennium Park,DCASE,Community,Tier 3,,,Yes,https://www.millenniumgarages.com/departmentofculturalandspecialevents/,,,,,,,,,,,,,
November,"Fri, Nov 15","Tue, Dec 24", 39 ,Various,ChristkindlMarket,Daley Plaza,German American Chamber of Commerce,Community,Tier 3,,Yes,Yes,https://www.christkindlmarket.com/daleyplaza/,,,,,,,,,,,,,
November,"Fri, Nov 15","Fri, Nov 15", 1 ,5:30 PM,Soundpost: Melodies in Movies – Scoring for Screen,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/24-25/events/soundpost-melodies-in-movies/,,,,,,,,,,,,,
November,"Fri, Nov 15","Fri, Nov 15", 1 ,7:30 PM,"Beyond the Aria: Ying Fang, Kayleigh Decker, Ian Rucker",Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/BTA2,,,,,,,,,,,,,
November,"Fri, Nov 15","Fri, Nov 15", 1 ,-,Skating Ribbon Opens,Maggie Daley Park,Maggie Daley Park,Community,Tier 3,,,Yes,,,,,,,,,,,,,,
November,"Fri, Nov 15","Fri, Nov 15", 1 ,8:00 PM,Chelsea Cutler and Jeremy Zucker – Brent Forever,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/brent-forever/,,,,,,,,,,,,,
November,"Fri, Nov 15","Fri, Nov 15", 1 ,9 AM - 10 PM,McCormick Tribune Skating Rink Opens,Millennium Park,DCASE,Community,Tier 3,,,Yes,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park10.html,,,,,,,,,,,,,
November,"Sat, Nov 16","Sat, Nov 16", 1 ,7:30 PM,Deeply Rooted Dance Theater,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/deeply-rooted-2024/,,,,,,,,,,,,,
November,"Sun, Nov 17","Mon, Nov 18", 1 ,7:30 PM,Bobby Weir & Wolf Bros featuring The Wolfpack with the Chicago Philharmonic,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/bobby-weir/,,,,,,,,,,,,,
November,"Sun, Nov 17","Sun, Nov 17", 1 ,10:00 AM,Free Museum Day + Writers Space,American Writers Museum,-,Community,Tier 3,,,,https://americanwritersmuseum.org/program-calendar/free-museum-day-november-2024/,,,,,,,,,,,,,
November,"Sun, Nov 17","Sun, Nov 17", 1 ,12:00 PM,Bears vs Green Bay Packers,Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-bears-vs-green-bay-packers-2,,,,,,,,,,,,,
November,"Sun, Nov 17","Sun, Nov 17", 1 ,3:00 PM,Daniil Trifonov,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/scp-piano/daniil-trifonov/,,,,,,,,,,,,,
November,"Tue, Nov 19","Tue, Nov 19", 1 ,6:00 PM,“Carson the Magnificent” – Author Talk,American Writers Museum,-,Community,Tier 3,,,,https://americanwritersmuseum.org/program-calendar/carson-the-magnificent-author-talk-in-person/,,,,,,,,,,,,,
November,"Wed, Nov 20","Wed, Nov 20", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
November,"Wed, Nov 20","Wed, Nov 20", 1 ,4 PM - 10 PM,Adler free days/Adler At Night,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
November,"Wed, Nov 20","Wed, Nov 20", 1 ,7:30 PM,Amos Lee with Chicago Philharmonic,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/amos-lee/,,,,,,,,,,,,,
November,"Thu, Nov 21","Thu, Nov 21", 1 ,7:30 PM,Ballet X: Mixed Repertoire,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/mixed-repertoire,,,,,,,,,,,,,
November,"Thu, Nov 21","Thu, Nov 21", 1 ,7:30 PM,Ina Garten,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/ina-garten/,,,,,,,,,,,,,
November,"Thu, Nov 21","Thu, Nov 21", 1 ,7:30 PM,Wait Wait... Don't Tell Me,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/wait-wait-dont-tell-me/,,,,,,,,,,,,,
November,"Thu, Nov 21","Thu, Nov 21", 1 ,7:30 PM,Tchaikovsky Swan Lake,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/tchaikovsky-swan-lake/,,,,,,,,,,,,,
November,"Fri, Nov 22","Sun, Nov 24", 2 ,TBD,Holiday Market,Millennium Park,DCASE,Community,Tier 3,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park10.html,,,,,,,,,,,,,
November,"Fri, Nov 22","Fri, Nov 22", 1 ,5:00 PM,Tree Lighting Ceremony,Millennium Park,DCASE,Community,Tier 3,,,Yes,https://www.chicago.gov/content/dam/city/depts/dca/sponsor_partners/event_deck/holidays.pdf,https://www.millenniumgarages.com/departmentofculturalandspecialevents/,,,,,,,,,,,,
November,"Fri, Nov 22","Fri, Nov 22", 1 ,8:00 PM,Jason Moran and the Harlem Hellfighters,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/24-25/scp-jazz/jason-moran/,,,,,,,,,,,,,
November,"Fri, Nov 22","Fri, Nov 22", 1 ,6:00 PM,"Chicago Sinfonietta Presents
Culture Chronicles",Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://www.auditoriumtheatre.org/events/detail/chicago-sinfonietta-culture-chronicles,,,,,,,,,,,,,
November,"Sat, Nov 23","Sat, Nov 23", 1 ,7:30 PM,The Tragedy of Hamlet: Prince of Denmark,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/tragedy-hamlet-prince-denmark,,,,,,,,,,,,,
November,"Sat, Nov 23","Sat, Nov 23", 1 ,5:30 PM,Magnificent Mile Parade,Michigan Avenue,Mag Mile,Community,Tier 3,,,,https://www.themagnificentmile.com/lights-festival,,,,,,,,,,,,,
November,"Sat, Nov 23","Sat, Nov 23", 1 ,7:30 PM,Bored Teachers: The Struggle Is Real! Comedy Tour,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/bored-teachers/,,,,,,,,,,,,,
November,"Sat, Nov 23","Sat, Nov 23", 1 ,7:30 PM,Tchaikovsky Swan Lake,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/tchaikovsky-swan-lake/,,,,,,,,,,,,,
November,"Sun, Nov 24","Sun, Nov 24", 1 ,"1 pm, 6:30 pm",The Tragedy of Hamlet: Prince of Denmark,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/tragedy-hamlet-prince-denmark,,,,,,,,,,,,,
November,"Sun, Nov 24","Sun, Nov 24", 1 ,3:00 PM,Daniel Bernard Roumain (DBR): Voices of Migration & Innovation,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/24-25/cso-musicnow/voices-migration-innovation/,,,,,,,,,,,,,
November,"Sun, Nov 24","Sun, Nov 24", 1 ,10:00 AM,Bears vs Minnesota Vikings,Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-bears-vs-minnesota-vikings-2,,,,,,,,,,,,,
November,"Mon, Nov 25","Mon, Nov 25", 1 ,7:30 PM,Music of the Baroque: Bach's Christmas Oratorio,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/24-25/rentals/music-of-the-baroque-christmas-oratorio/,,,,,,,,,,,,,
November,"Tue, Nov 26","Sun, Dec 1", 5 ,Various,Mean Girls,Auditorium Theatre,Broadway In Chicago,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/mean-girls/,,,,,,,,,,,,,
November,"Tue, Nov 26","Tue, Nov 26", 1 ,7:30 PM,Berliner Philharmoniker,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/scp-featured-concerts/berliner-philharmoniker/,,,,,,,,,,,,,
November,"Wed, Nov 27","Wed, Nov 27", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
November,"Wed, Nov 27","Wed, Nov 27", 1 ,4 PM - 10 PM,Adler free days/Adler At Night,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
November,"Thu, Nov 28","Thu, Nov 28", 1 ,7:00 AM,Grant Park Turkey Trot 5K and 10K,DuSable Harbor,All Community Events,Race,,MLG,,Yes,https://allcommunityevents.com/grantparkturkeytrot,TBD,,"2,000",,,,,,,,,,
November,"Thu, Nov 28","Thu, Nov 28", 1 ,8 AM - 11 AM,Chicago Thanksgiving Parade,"State Street
Ida B. Wells to Randolph",-,Community,Tier 3,,,,https://www.chicagothanksgivingparade.com/,,,525,,,,,,,,,,
November,"Thu, Nov 28","Thu, Nov 28", 1 ,-,Thanksgiving,-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
November,"Fri, Nov 29","Sun, Dec 1", 2 ,Various,The Wizard of Oz in Concert,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-at-the-movies/wizard-of-oz-in-concert/,,,,,,,,,,,,,
November,"Fri, Nov 29","Fri, Nov 29", 1 ,-,Black Friday,-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
November,"Sat, Nov 30","Sat, Nov 30", 1 ,2:00 PM,Kaki King's BUGS,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/bugs,,,,,,,,,,,,,
November,"Sat, Nov 30","Sat, Nov 30", 1 ,9:00 AM,Ditka Dash,Soldier Field,Soldier Field,Race,N/A,,,,https://ditkadash.com/,,,,,,,,,,,,,
November,"Sat, Nov 30","Sat, Nov 30", 1 ,7:30 PM,Vienna Boys Choir: Christmas in Vienna,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/scp-featured-concerts/vienna-boys-choir/,,,,,,,,,,,,,
December,"Mon, Dec 2","Mon, Dec 2", 1 ,7:00 PM,Keith & Kristyn Getty: An Irish Christmas,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-december-2024-keith-kristyn-getty-an-irish-christmas/070060FF997526E6,,,,,,,,,,,,,
December,"Mon, Dec 2","Mon, Dec 2", 1 ,-,Cyber Monday,-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
December,"Tue, Dec 3","Sun, Dec 15", 12 ,Various,& Juliet,Cadillac Palace Theatre,Broadway in Chicago,Performance,Tier 3,,,,https://www.broadwayinchicago.com/shows/juliet/,,,,,,,,,,,,,
December,"Tue, Dec 3","Tue, Dec 3", 1 ,-,Giving Tuesday,-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
December,"Tue, Dec 3","Tue, Dec 3", 1 ,7:00 AM,RSNA 5k Fun Run,"Grant Park
Arvey Field",-,Community,Tier 3,,,,https://reg.meeting.rsna.org/flow/rsna/rsna24/MeetingCentralRSNA24/page/5k-fun-run,,,525,,,,,,,,,,
December,"Tue, Dec 3","Tue, Dec 3", 1 ,6:30 PM,"Winter Quartet Plays Mahler, Saariaho & Fauré",Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/24-25/cso-chamber/winter-quartet/,,,,,,,,,,,,,
December,"Wed, Dec 4","Wed, Dec 4", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
December,"Wed, Dec 4","Wed, Dec 4", 1 ,4 PM - 10 PM,Adler free days/Adler At Night,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
December,"Thu, Dec 5","Sat, Dec 7", 2 ,Various,Grieg & Rachmaninov,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/grieg-and-rachmaninov/,,,,,,,,,,,,,
December,"Thu, Dec 5","Thu, Dec 5", 1 ,7:30 PM,Wait Wait... Don't Tell Me,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/wait-wait-dont-tell-me/,,,,,,,,,,,,,
December,"Fri, Dec 6","Sun, Dec 8", 2 ,8:00 PM,Brett Eldredge,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-december-2024-brett-eldredge/07006132B1D82378,,,,,,,,,,,,,
December,"Fri, Dec 6","Sat, Dec 7", 1 ,Various,Bill Maher,CIBC Theatre,Broadway in Chicago,Performance,Tier 3,,No,,https://www.broadwayinchicago.com/shows/bill-maher/,,,,,,,,,,,,,
December,"Fri, Dec 6","Sat, Dec 7", 1 ,8:00 PM,Dreamgirls Musical,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/dreamgirls/,,,,,,,,,,,,,
December,"Fri, Dec 6","Fri, Dec 6", 1 ,7:30 PM,Mavis Staples - 85th Hometown Celebration,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://mytickets.auditoriumtheatre.org/5127,,,,,,,,,,,,,
December,"Fri, Dec 6","Fri, Dec 6", 1 ,8:00 PM,Chicago Gay Men's Chorus Holiday Show: Totally '80s HoliGAY,Harris Theater,Harris Theater,Performance,Tier 3,,,,,,,,,,,,,,,,,
December,"Sat, Dec 7","Sat, Feb 1", 56 ,Various,Once Upon a Symphony: The Little Red Hen,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-for-kids/ouas-the-little-red-hen/,,,,,,,,,,,,,
December,"Sat, Dec 7","Sat, Dec 7", 1 ,8:30 AM,Santa Hustle,Soldier Field,Soldier Field,Race,N/A,,,,https://santahustle.com/chicago/,,,"2,500",,,,,,,,,,
December,"Sat, Dec 7","Sat, Dec 7", 1 ,7:30 PM,Love Actually in Concert,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/love-actually-in-concert/,,,,,,,,,,,,,
December,"Sun, Dec 8","Sun, Dec 8", 1 ,5:00 PM,Caroling at the Bean/Holiday Sing-A-Long,Cloud Gate,DCASE,Community,Tier 3,,,,https://www.chicago.gov/content/dam/city/depts/dca/sponsor_partners/event_deck/holidays.pdf,,,,,,,,,,,,,
December,"Sun, Dec 8","Sun, Dec 8", 1 ,8:00 PM,The Jinkx & DeLa Holiday Show,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/the-jinkx-dela-holiday-show-2024/,,,,,,,,,,,,,
December,"Sun, Dec 8","Sun, Dec 8", 1 ,5:00 PM,Ballet Folklorico,Harris Theater,Harris Theater,Performance,Tier 3,,,,,,,,,,,,,,,,,
December,"Mon, Dec 9","Mon, Feb 3", 56 ,Various,School Concert: Once Upon a Symphony: The Little Red Hen,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/school/school-the-little-red-hen/,,,,,,,,,,,,,
December,"Mon, Dec 9","Mon, Dec 9", 1 ,7:30 PM,Yashima Conducts Mahler 5,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,,,https://cso.org/performances/24-25/civic-orchestra/civic-yashima-conducts-mahler-5/,,,,,,,,,,,,,
December,"Tue, Dec 10","Sun, Dec 15", 5 ,Various,The Hip Hop Nutcracker,CIBC Theatre,Broadway in Chicago,Performance,Tier 3,,,,https://www.broadwayinchicago.com/shows/the-hip-hop-nutcracker-2/,,,,,,,,,,,,,
December,"Tue, Dec 10","Tue, Dec 10", 1 ,Various,A Chanticleer Christmas,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/scp-featured-concerts/a-chanticleer-christmas/,,,,,,,,,,,,,
December,"Wed, Dec 11","Wed, Dec 11", 1 ,7:30 PM,Brandenburg Concertos,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/brandenburg-concertos-25,,,,,,,,,,,,,
December,"Wed, Dec 11","Wed, Dec 11", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
December,"Wed, Dec 11","Wed, Dec 11", 1 ,4 PM - 10 PM,Adler free days/Adler At Night,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
December,"Thu, Dec 12","Sat, Dec 14", 2 ,Various,The Tempest & The Sea Hawk,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/the-tempest-and-the-sea-hawk/,,,,,,,,,,,,,
December,"Thu, Dec 12","Thu, Dec 12", 1 ,7:30 PM,Dave Koz,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/dave-koz-2024/,,,,,,,,,,,,,
December,"Fri, Dec 13","Sun, Dec 29", 16 ,7:30 PM,Manual Cinema's Christmas Carol,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/christmas-carol/,,,,,,,,,,,,,
December,"Fri, Dec 13","Sun, Dec 15", 2 ,Various,Elf in Concert,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-at-the-movies/elf-in-concert/,,,,,,,,,,,,,
December,"Fri, Dec 13","Fri, Dec 13", 1 ,5:00 PM,Caroling at the Bean/Holiday Sing-A-Long,Cloud Gate,DCASE,Community,Tier 3,,,,https://www.chicago.gov/content/dam/city/depts/dca/sponsor_partners/event_deck/holidays.pdf,,,,,,,,,,,,,
December,"Fri, Dec 13","Fri, Dec 13", 1 ,7:30 PM,Joyce DiDonato + Kings Return present KINGS ReJOYCE! with Craig Terry,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/kings-rejoyce,,,,,,,,,,,,,
December,"Fri, Dec 13","Fri, Dec 13", 1 ,8:00 PM,The Moth Mainstage,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/the-moth-mainstage/,,,,,,,,,,,,,
December,"Fri, Dec 13","Fri, Dec 13", 1 ,5:00 PM,Caroling at the Bean/Holiday Sing-A-Long,Cloud Gate,DCASE,Community,Tier 3,,,,https://www.chicago.gov/content/dam/city/depts/dca/sponsor_partners/event_deck/holidays.pdf,,,,,,,,,,,,,
December,"Fri, Dec 13","Fri, Dec 13", 1 ,8:00 PM,Jennifer Hudson's The Gift of Love: An Intimate Live Experience,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-december-2024-jennifer-hudsons-the-gift-of-love-an-intimate-live-experience/0700612DF2F946F9,,,,,,,,,,,,,
December,"Sat, Dec 14","Sat, Dec 14", 1 ,7:00 PM,Uniting Voices Chicago: Songs of the Season,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/songs-season,,,,,,,,,,,,,
December,"Sat, Dec 14","Sat, Dec 14", 1 ,8:00 PM,Gregory Porter,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-december-2024-gregory-porter/070060CAC49F23A8,,,,,,,,,,,,,
December,"Tue, Dec 17","Wed, Jan 15", 29 ,Various,Les Miserables,Cadillac Palace Theatre,Broadway in Chicago,Performance,Tier 3,,,,https://www.broadwayinchicago.com/shows/les-miserables/,,,,,,,,,,,,,
December,"Tue, Dec 17","Tue, Dec 17", 1 ,7:30 PM,Chicago Symphony Orchestra Brass,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/scp-featured-concerts/cso-brass/,,,,,,,,,,,,,
December,"Tue, Dec 17","Tue, Dec 17", 1 ,5:30 PM - 8:30 PM,Member and Donor Opening Event—Cats: Predators to Pets,Field Museum,-,Community,Tier 3,,,,https://www.fieldmuseum.org/our-events/member-exhibition-viewing/member-donor-opening-event-cats-predators-to-pets,,,,,,,,,,,,,
December,"Wed, Dec 18","Mon, Dec 23", 5 ,Various,"Merry, Merry Chicago!",Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-featured-concerts/merry-merry-chicago/,,,,,,,,,,,,,
December,"Wed, Dec 18","Wed, Dec 18", 1 ,7:30 PM,"Joss Stone with the Chicago Philharmonic – Merry Christmas, Love",Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/joss-stone/,,,,,,,,,,,,,
December,"Wed, Dec 18","Wed, Dec 18", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
